Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Total embarked,Total disembarked,Year of arrival at port of disembarkation,Percent men,Percent women,Percent children,Slaves died during middle passage,Mortality rate,Slaves outcome label
16233,Violet,Bristol,"Africa., port unspecified",160,128,1719,,,,,,Slaves disembarked in Americas
16234,William and Sarah,Bristol,"Africa., port unspecified",250,200,1718,,,,,,Slaves disembarked in Americas
16237,Berkley,Bristol,Calabar,211,160,1720,,,,,,Slaves disembarked in Americas
16238,Betty,Bristol,Calabar,108,82,1720,,,,,,Slaves disembarked in Americas
16239,Betty Gally,Bristol,"Africa., port unspecified",400,320,1720,,,,,,Slaves disembarked in Americas
16240,Callabar Merchant,Bristol,Calabar,181,156,1720,,,,25,0.14,Slaves disembarked in Americas
16241,Commerce,Bristol,Calabar,171,130,1720,,,,,,Slaves disembarked in Americas
16242,Cornwall,Bristol,Calabar,237,190,1720,,,,,,Slaves disembarked in Americas
16243,Coulstone,Bristol,Calabar,162,123,1719,,,,,,Slaves disembarked in Americas
16244,Henry,Bristol,,,,1719,,,,,,No information on slaves
16245,Jason,Bristol,"Gold Coast, port unspecified",273,241,1720,,,,,,Slaves disembarked in Americas
16246,Nightingale,Bristol,"Africa., port unspecified",87,70,1719,,,,,,Slaves disembarked in Americas
16247,Oldbury,Bristol,"Africa., port unspecified",200,160,1720,,,,,,Slaves disembarked in Americas
16249,Peniel,Bristol,"Africa., port unspecified",237,190,1719,,,,,,Slaves disembarked in Americas
16250,Peterborough,Bristol,"Africa., port unspecified",237,190,1719,,,,,,Slaves disembarked in Americas
16251,Queen Mary,Bristol,"Africa., port unspecified",237,190,1719,,,,,,Slaves disembarked in Americas
16252,Rebecca,Bristol,Calabar,237,190,1719,,,,,,Slaves disembarked in Americas
16253,Robert,Bristol,"Africa., port unspecified",252,202,1719,,,,,,Slaves disembarked in Americas
16255,Tiverton,Bristol,Calabar,277,210,1720,,,,,,Slaves disembarked in Americas
16256,Triton,Bristol,"Africa., port unspecified",205,164,1720,,,,,,Slaves disembarked in Americas
16257,Abington,Bristol,"Africa., port unspecified",237,190,1720,,,,,,Slaves disembarked in Americas
16259,Betty Gally,Bristol,"Africa., port unspecified",237,190,1720,,,,,,Slaves disembarked in Americas
16260,Callabar Merchant,Bristol,"Africa., port unspecified",280,224,1721,,,,,,Slaves disembarked in Americas
16261,Commerce,Bristol,Calabar,163,124,1721,,,,,,Slaves disembarked in Americas
16262,Coulstone Snow,Bristol,"West Central Africa and St. Helena, port unspecified",386,351,1720,,,,,,Slaves disembarked in Americas
16263,Dover Gally,Bristol,"Africa., port unspecified",237,190,1720,,,,,,Slaves disembarked in Americas
16264,Freke Gally,Bristol,"Africa., port unspecified",237,190,1720,,,,,,Slaves disembarked in Americas
16265,Greyhound,Bristol,Calabar,292,222,1721,,,,,,Slaves disembarked in Americas
16266,Hunter,Bristol,Calabar,72,55,1720,,,,,,Slaves disembarked in Americas
16267,Mercy Gally,Bristol,Anomabu,273,236,1720,,,,,,Slaves disembarked in Americas
16268,Monmouth,Bristol,"Africa., port unspecified",237,190,1720,,,,,,Slaves disembarked in Americas
16269,Morning Star,Bristol,"Africa., port unspecified",142,114,1720,,,,,,Slaves disembarked in Americas
16270,Nightingale,Bristol,"Africa., port unspecified",237,190,1720,,,,,,Slaves disembarked in Americas
16271,Oldbury,Bristol,"Africa., port unspecified",261,209,1721,,,,,,Slaves disembarked in Americas
16272,Prince Eugene,Bristol,Madagascar,149,103,1721,,,,,,Slaves disembarked in Americas
16273,Raymond Gally,Bristol,"Africa., port unspecified",237,190,1720,,,,,,Slaves disembarked in Americas
16274,Rebecca,Bristol,Madagascar,72,59,1721,,,,,,Slaves disembarked in Americas
16275,Robert,Bristol,"Gold Coast, port unspecified",273,236,1720,,,,,,Slaves disembarked in Americas
16276,Robert and Henry,Bristol,"Gold Coast, port unspecified",273,236,1720,,,,,,Slaves disembarked in Americas
16277,Society,Bristol,"Africa., port unspecified",237,190,1720,,,,,,No information on slaves
16278,Stewell,Bristol,"Africa., port unspecified",237,190,1720,,,,,,Slaves disembarked in Americas
16279,Tryton,Bristol,"Africa., port unspecified",237,190,1720,,,,,,Slaves disembarked in Americas
16280,Tunbridge Gally,Bristol,"Gold Coast, port unspecified",273,236,1721,,,,,,Slaves disembarked in Americas
16281,Westbury (a) Westbury Gally,Bristol,"Africa., port unspecified",221,177,1721,,,,,,Slaves disembarked in Americas
16282,Abington,Bristol,"Gold Coast, port unspecified",273,236,1722,,,,,,Slaves disembarked in Americas
16283,America,Bristol,"Gold Coast, port unspecified",151,125,1722,,,,,,Slaves disembarked in Americas
16284,Berkley Gally,Bristol,Anomabu,336,290,1722,,,,,,Slaves disembarked in Americas
16285,Betty,Bristol,"Africa., port unspecified",218,175,1721,,,,,,Slaves disembarked in Americas
16286,Betty Gally,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16287,Chester,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16288,Colston,Bristol,"Africa., port unspecified",237,190,1721,,,,,,Slaves disembarked in Americas
16289,Cornwall,Bristol,Calabar,276,209,1721,,,,,,Slaves disembarked in Americas
16290,Dover,Bristol,"Africa., port unspecified",252,202,1722,,,,,,Slaves disembarked in Americas
16291,Greyhound,Bristol,Calabar,219,166,1722,,,,,,Slaves disembarked in Americas
16292,Happy Adam,Bristol,Calabar,96,73,1722,,,,,,Slaves disembarked in Americas
16293,Hunter,Bristol,"Africa., port unspecified",11,9,1721,,,,,,Slaves disembarked in Americas
16294,Isaac,Bristol,"Africa., port unspecified",237,190,1722,,,,,,No information on slaves
16295,Jason,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16296,Mary,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16297,Mercy Gally,Bristol,,,,1721,,,,,,No slaves embarked
16298,Morning Star,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16299,Nightingale,Bristol,"Africa., port unspecified",237,190,1721,,,,,,Slaves disembarked in Americas
16300,Oldbury,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16301,Peniel,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16302,Raymond,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16303,Robert,Bristol,"Gold Coast, port unspecified",220,190,1721,,,,,,Slaves disembarked in Americas
16304,Sarah,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16305,Sherley,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16306,Stowell,Bristol,New Calabar,,,1722,,,,,,Slaves disembarked in Americas
16307,Tiverton,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16308,Triton,Bristol,"Africa., port unspecified",237,190,1721,,,,,,No information on slaves
16309,America,Bristol,"Gold Coast, port unspecified",176,146,1723,,,,,,Slaves disembarked in Americas
16310,Berkley Gally,Bristol,"Africa., port unspecified",237,190,1723,,,,,,Slaves disembarked in Americas
16311,Betty,Bristol,"Africa., port unspecified",237,190,1722,,,,,,Slaves disembarked in Americas
16312,Betty Gally,Bristol,"Africa., port unspecified",237,190,1722,,,,,,Slaves disembarked in Americas
16313,Commerce,Bristol,Calabar,249,200,1722,,,,,,Slaves disembarked in Americas
16314,Cornwall,Bristol,"Africa., port unspecified",237,190,1723,,,,,,Slaves disembarked in Americas
16315,Greyhound,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",339,209,1723,0.55752,0.37758,0.0649,130,0.38,Slaves disembarked in Americas
16316,Hunter,Bristol,"Africa., port unspecified",60,48,1722,,,,,,Slaves disembarked in Americas
16318,Isaac,Bristol,"Africa., port unspecified",237,190,1723,,,,,,Slaves disembarked in Americas
16319,Joseph and Anne,Bristol,"Africa., port unspecified",309,239,1723,,,,70,0.23,Slaves disembarked in Americas
16320,Mary and Catherine,Bristol,"Africa., port unspecified",237,190,1722,,,,,,Slaves disembarked in Americas
16321,Mary Gally,Bristol,Gambia,325,288,1723,,,,,,Slaves disembarked in Americas
16322,Nightingale,Bristol,"Africa., port unspecified",212,170,1723,,,,,,Slaves disembarked in Americas
16323,Oldbury,Bristol,"Africa., port unspecified",225,180,1723,,,,,,Slaves disembarked in Americas
16324,Pearle Gally,Bristol,"Africa., port unspecified",237,190,1722,,,,,,Slaves disembarked in Americas
16325,Peniel Gally,Bristol,"Africa., port unspecified",312,250,1723,,,,,,Slaves disembarked in Americas
16326,Raymond Gally,Bristol,"Africa., port unspecified",237,190,1722,,,,,,Slaves disembarked in Americas
16327,Robert,Bristol,"Africa., port unspecified",237,190,1722,,,,,,Slaves disembarked in Americas
16328,Sherley Gally,Bristol,"Africa., port unspecified",287,230,1723,,,,,,Slaves disembarked in Americas
16329,Tryton,Bristol,"Africa., port unspecified",205,164,1723,,,,,,Slaves disembarked in Americas
16330,Abington,Bristol,"West Central Africa and St. Helena, port unspecified",250,228,1723,,,,,,Slaves disembarked in Americas
16331,America,Bristol,"Africa., port unspecified",146,117,1724,,,0.16379,,,Slaves disembarked in Americas
16332,Berkley Gally,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16333,Betty,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16334,Betty,Bristol,"Africa., port unspecified",148,131,1723,,,,,,Slaves disembarked in Americas
16335,Chester,Bristol,"Africa., port unspecified",211,169,1723,,,,,,Slaves disembarked in Americas
16336,Colston,Bristol,"Africa., port unspecified",215,172,1723,,,,,,Slaves disembarked in Americas
16337,Commerce,Bristol,Calabar,304,231,1724,,,,,,Slaves disembarked in Americas
16338,Dursley,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16339,Greyhound,Bristol,"Africa., port unspecified",233,187,1724,,,0.15508,,,Slaves disembarked in Americas
16340,Houlton,Bristol,"Africa., port unspecified",241,197,1723,,,,,,Slaves disembarked in Americas
16341,Joseph and Anna,Bristol,"Africa., port unspecified",325,260,1724,,,,,,Slaves disembarked in Americas
16342,Mary Gally,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16343,Nightingale,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16344,Norman Gally,Bristol,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",303,230,1723,,,,,,Slaves disembarked in Americas
16345,Oldbury,Bristol,"Africa., port unspecified",266,213,1724,,,,,,Slaves disembarked in Americas
16346,Pearl Gally,Bristol,"Africa., port unspecified",245,196,1724,,,0.20725,,,Slaves disembarked in Americas
16347,Peniel Gally,Bristol,"Africa., port unspecified",312,250,1724,,,,,,Slaves disembarked in Americas
16348,Robert,Bristol,"Africa., port unspecified",272,218,1724,,,,,,Slaves disembarked in Americas
16349,Saint Christopher Gally,Bristol,Andony,127,102,1724,,,,,,Slaves disembarked in Americas
16350,Susanna,Bristol,"Africa., port unspecified",159,127,1724,,,,,,Slaves disembarked in Americas
16351,Tryall,Bristol,"Africa., port unspecified",237,190,1723,,,,,,No information on slaves
16352,Abington,Bristol,"Gold Coast, port unspecified",273,236,1724,,,,,,Slaves disembarked in Americas
16353,America,Bristol,"Africa., port unspecified",224,199,1725,,,,,,Slaves disembarked in Americas
16354,Anne,Bristol,"Africa., port unspecified",94,77,1725,,,,,,Slaves disembarked in Americas
16355,Antelope,Bristol,"Africa., port unspecified",212,170,1725,,,,,,Slaves disembarked in Americas
16356,Betty,Bristol,"Africa., port unspecified",197,158,1724,,,,,,Slaves disembarked in Americas
16357,Betty,Bristol,"Africa., port unspecified",148,131,1724,,,,,,Slaves disembarked in Americas
16358,Betty Gally,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16359,Chester,Bristol,"Africa., port unspecified",250,200,1724,,,,,,Slaves disembarked in Americas
16360,Colston,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16361,Commerce,Bristol,Calabar,325,278,1725,,,,,,Slaves disembarked in Americas
16362,Cornwall,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16363,Delight,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16364,Dispatch Brigantine,Bristol,Calabar,228,173,1725,,,,,,Slaves disembarked in Americas
16365,Dursley Gally,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16366,Elizabeth,Bristol,"Africa., port unspecified",218,175,1724,,,,,,Slaves disembarked in Americas
16367,Fame,Bristol,"Africa., port unspecified",159,127,1724,,,,,,Slaves disembarked in Americas
16368,Hector Gally,Bristol,"Africa., port unspecified",262,210,1725,,,,,,Slaves disembarked in Americas
16369,Illustrious Gally,Bristol,Bonny,265,201,1725,,,,,,Slaves disembarked in Americas
16370,Jason Gally,Bristol,Whydah,237,190,1725,,,,,,Slaves disembarked in Americas
16371,Joseph and Anna,Bristol,"Africa., port unspecified",287,230,1725,,,,,,Slaves disembarked in Americas
16372,King Amboe,Bristol,"Africa., port unspecified",237,190,1724,,,,,,No information on slaves
16373,Little Joseph,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16374,Little Stephen,Bristol,Calabar,129,98,1724,,,,,,Slaves disembarked in Americas
16375,Mediterranian Gally,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16376,Nightingale,Bristol,"Africa., port unspecified",228,183,1724,,,,,,Slaves disembarked in Americas
16377,Norman Gally,Bristol,"Africa., port unspecified",313,251,1725,,,,,,Slaves disembarked in Americas
16378,Oldbury,Bristol,"Africa., port unspecified",154,123,1725,,,,,,Slaves disembarked in Americas
16379,Peniel Gally,Bristol,"Africa., port unspecified",297,254,1725,,,,,,Slaves disembarked in Americas
16380,Rich Gally,Bristol,"West Central Africa and St. Helena, port unspecified",386,351,1724,,,,,,Slaves disembarked in Americas
16381,Robert,Bristol,"Africa., port unspecified",240,192,1725,,,,,,Slaves disembarked in Americas
16382,Saint Christopher,Bristol,"Africa., port unspecified",237,190,1724,,,,,,No information on slaves
16383,Sherley Gally,Bristol,"Africa., port unspecified",298,239,1724,,,,,,Slaves disembarked in Americas
16384,Success,Bristol,"Africa., port unspecified",237,190,1724,,,,,,No information on slaves
16385,Susanna,Bristol,"Africa., port unspecified",104,83,1725,,,,,,Slaves disembarked in Americas
16386,Susanna Gally,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16387,Swift Gally,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16388,Triton,Bristol,,,,1724,,,,,,No slaves embarked
16389,Two Brothers,Bristol,Cape Verde Islands,27,27,1724,,,,0,0.0,Slaves disembarked in Americas
16390,Virgin Gally,Bristol,"Africa., port unspecified",237,190,1724,,,,,,Slaves disembarked in Americas
16392,Abington,Bristol,"Africa., port unspecified",271,217,1726,,,,,,Slaves disembarked in Americas
16393,America,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16394,Angola,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16395,Anne,Bristol,"Africa., port unspecified",176,156,1726,,,,,,Slaves disembarked in Americas
16396,Berkley Gally,Bristol,"Africa., port unspecified",271,217,1726,,,,,,Slaves disembarked in Americas
16397,Betty Brigantine,Bristol,Calabar,190,144,1726,,,,,,Slaves disembarked in Americas
16398,Cape Benda,Bristol,"West Central Africa and St. Helena, port unspecified",296,269,1726,,,,,,Slaves disembarked in Americas
16399,Castle Gally,Bristol,"Africa., port unspecified",237,190,1725,,,,,,No information on slaves
16400,Chester Gally,Bristol,Calabar,170,145,1726,,,,,,Slaves disembarked in Americas
16401,Colston,Bristol,"Africa., port unspecified",331,283,1726,,,,,,Slaves disembarked in Americas
16402,Commerce,Bristol,Calabar,167,143,1726,,,,,,Slaves disembarked in Americas
16403,Cornwall Gally,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16404,Cowslip,Bristol,"Africa., port unspecified",271,217,1726,,,,,,Slaves disembarked in Americas
16405,Dispatch,Bristol,Calabar,203,180,1726,,,,,,Slaves disembarked in Americas
16406,Dursley Gally,Bristol,"Africa., port unspecified",271,217,1726,,,,,,Slaves disembarked in Americas
16407,Elizabeth,Bristol,"Africa., port unspecified",187,150,1726,,,,,,Slaves disembarked in Americas
16408,Fame,Bristol,"Africa., port unspecified",167,134,1725,,,,,,Slaves disembarked in Americas
16409,Freke Gally,Bristol,"Africa., port unspecified",271,217,1726,,,,,,Slaves disembarked in Americas
16410,Greyhound Gally,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16411,Happy,Bristol,"Africa., port unspecified",192,154,1726,,,,,,Slaves disembarked in Americas
16412,Hector Gally,Bristol,"Africa., port unspecified",271,217,1726,,,,,,Slaves disembarked in Americas
16413,Houlton,Bristol,"Africa., port unspecified",148,131,1725,,,,,,Slaves disembarked in Americas
16414,Indian Queen,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16415,Little Isaac,Bristol,"Africa., port unspecified",271,217,1726,,,,,,Slaves disembarked in Americas
16416,Jason Gally,Bristol,Calabar,300,228,1726,,,,,,Slaves disembarked in Americas
16417,John and Betty,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16418,Lark,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16419,Lenox Gally,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16420,Little Stephen,Bristol,"Africa., port unspecified",174,139,1725,,,,,,Slaves disembarked in Americas
16421,Loyal George,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16422,Malmsbury,Bristol,Calabar,181,155,1726,,,,,,Slaves disembarked in Americas
16423,Mary Gally,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16424,Mediterranian Gally,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16425,Nightingale,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
16426,Norman Gally,Bristol,Calabar,140,120,1726,,,,,,Slaves disembarked in Americas
16427,Oldbury,Bristol,Gambia,171,152,1726,,,,,,Slaves disembarked in Americas
16428,Pearle Gally,Bristol,"Africa., port unspecified",271,217,1726,,,,,,Slaves disembarked in Americas
16429,Peniel,Bristol,"Africa., port unspecified",271,217,1726,,,,,,Slaves disembarked in Americas
16430,Rich Gally,Bristol,"Africa., port unspecified",271,217,1726,,,,,,Slaves disembarked in Americas
16431,Robert,Bristol,"Africa., port unspecified",237,190,1725,,,,,,Slaves disembarked in Americas
